LE,SE,Net Profit,Gross Profit,Gross Loss,Total Trades,Pct Profitable,Winning Trades,Losing Trades,Avg Trade,Avg Winning Trade,Avg Losing Trade,Win/Loss Ratio,Max Consecutive Winners,Max Consecutive Losers,Avg Bars in Winner,Avg Bars in Loser,Max Intraday Drawdown,Profit Factor,Return on Account,Custom Fitness Value,objective,plateau_score
30.0,1.0,-2116800.0,4158000.0,-6274800.0,160.0,25.625,41.0,118.0,-13230.0,101415.0,-53176.3,1.90714,5.0,16.0,10.0976,6.65254,-2878400.0,0.662651,-77.8121,0.0,0.0,0.0
30.0,2.0,-1475600.0,4075800.0,-5551400.0,124.0,25.8065,32.0,92.0,-11900.0,127369.0,-60341.3,2.11081,2.0,19.0,13.5312,7.73913,-2304000.0,0.734193,-67.7814,0.0,0.0,0.0
30.0,3.0,-1004400.0,4040200.0,-5044600.0,107.0,27.1028,29.0,78.0,-9386.92,139317.0,-64674.4,2.15413,2.0,10.0,12.3448,9.55128,-1817400.0,0.800896,-59.4179,0.0,0.0,0.0
30.0,4.0,-404400.0,4218400.0,-4622800.0,91.0,26.3736,24.0,67.0,-4443.96,175767.0,-68997.0,2.54745,2.0,10.0,16.0,10.1493,-1473000.0,0.912521,-30.0446,0.0,0.0,0.0
30.0,5.0,-233200.0,4201600.0,-4434800.0,85.0,24.7059,21.0,64.0,-2743.53,200076.0,-69293.8,2.88736,2.0,11.0,18.3333,10.0781,-1275400.0,0.947416,-20.7473,0.0,0.0,0.0
30.0,6.0,6000.0,4470000.0,-4464000.0,76.0,27.6316,21.0,55.0,78.9474,212857.0,-81163.6,2.62257,2.0,14.0,19.6667,10.2364,-1756800.0,1.00134,0.373739,0.0,20.491803278688526,0.0
30.0,7.0,232000.0,4494600.0,-4262600.0,73.0,30.137,22.0,51.0,3178.08,204300.0,-83580.4,2.44435,3.0,13.0,19.5455,9.94118,-1647200.0,1.05443,15.6948,0.0,32676.056338028167,0.0
30.0,8.0,-41800.0,4082400.0,-4124200.0,69.0,27.5362,19.0,50.0,-605.797,214863.0,-82484.0,2.60491,2.0,13.0,22.3684,9.82,-1882600.0,0.989865,-2.41145,0.0,0.0,0.0
30.0,9.0,-143800.0,4218800.0,-4362600.0,69.0,26.087,18.0,51.0,-2084.06,234378.0,-85541.2,2.73994,2.0,12.0,23.5556,9.13725,-1751800.0,0.967038,-8.83618,0.0,0.0,0.0
30.0,10.0,-434600.0,4095400.0,-4530000.0,70.0,22.8571,16.0,54.0,-6208.57,255962.0,-83888.9,3.05121,2.0,12.0,23.3125,9.03704,-1827000.0,0.904062,-25.5257,0.0,0.0,0.0
30.0,11.0,-210800.0,4124400.0,-4335200.0,67.0,23.8806,16.0,51.0,-3146.27,257775.0,-85003.9,3.03251,2.0,11.0,23.3125,9.03922,-1674400.0,0.951375,-14.0309,0.0,0.0,0.0
30.0,12.0,-144600.0,4123200.0,-4267800.0,66.0,24.2424,16.0,50.0,-2190.91,257700.0,-85356.0,3.01912,2.0,11.0,23.3125,9.08,-1680800.0,0.966118,-9.62204,0.0,0.0,0.0
30.0,13.0,-216600.0,4097400.0,-4314000.0,66.0,24.2424,16.0,50.0,-3281.82,256088.0,-86280.0,2.9681,2.0,11.0,23.1875,8.86,-1698400.0,0.949791,-14.2463,0.0,0.0,0.0
30.0,14.0,-147600.0,4151400.0,-4299000.0,65.0,24.6154,16.0,49.0,-2270.77,259462.0,-87734.7,2.95735,2.0,11.0,23.6875,8.79592,-1701000.0,0.965666,-9.6914,0.0,0.0,0.0
30.0,15.0,73200.0,4077000.0,-4003800.0,63.0,23.8095,15.0,48.0,1161.9,271800.0,-83412.5,3.2585,2.0,10.0,24.6,9.08333,-1550400.0,1.01828,5.33372,0.0,3456.0371517027866,0.0
30.0,16.0,203600.0,4067400.0,-3863800.0,61.0,22.9508,14.0,47.0,3337.7,290529.0,-82208.5,3.53404,2.0,10.0,25.1429,9.40426,-1465000.0,1.05269,15.8197,0.0,28295.535836177474,0.0
30.0,17.0,478000.0,4036200.0,-3558200.0,58.0,24.1379,14.0,44.0,8241.38,288300.0,-80868.2,3.56506,2.0,9.0,25.5714,9.88636,-1356600.0,1.13434,40.5566,0.0,168424.00117941914,579.3672976750096
30.0,18.0,1359200.0,4288400.0,-2929200.0,51.0,29.4118,15.0,36.0,26651.0,285893.0,-81366.7,3.51364,2.0,9.0,28.1333,10.5833,-1160200.0,1.46402,129.128,0.0,1592332.9081192897,17324.2611499194
30.0,19.0,1367000.0,4288400.0,-2921400.0,51.0,29.4118,15.0,36.0,26803.9,285893.0,-81150.0,3.52302,2.0,9.0,28.1333,10.5278,-1148200.0,1.46793,131.367,0.0,1627494.338965337,137079.83193277312
30.0,20.0,1070400.0,4004000.0,-2933600.0,50.0,30.0,15.0,35.0,21408.0,266933.0,-83817.1,3.18471,2.0,9.0,29.8,10.2571,-1187000.0,1.36488,102.864,0.0,965253.7152485257,140872.99482964337
30.0,21.0,983400.0,3636200.0,-2652800.0,46.0,30.4348,14.0,32.0,21378.3,259729.0,-82900.0,3.13303,2.0,9.0,31.2143,11.875,-1503600.0,1.3707,135.492,0.0,643173.423782921,80581.16306795602
30.0,22.0,978200.0,3636200.0,-2658000.0,46.0,30.4348,14.0,32.0,21265.2,259729.0,-83062.5,3.12691,2.0,9.0,31.1429,11.875,-1503600.0,1.36802,134.775,0.0,636389.49188614,70606.42105263157
30.0,23.0,866000.0,3606200.0,-2740200.0,46.0,30.4348,14.0,32.0,18826.1,257586.0,-85631.2,3.00808,2.0,9.0,31.1429,11.7188,-1504800.0,1.31604,110.6,0.0,498375.8639021797,36456.81655960029
30.0,24.0,844800.0,3589200.0,-2744400.0,46.0,30.4348,14.0,32.0,18365.2,256371.0,-85762.5,2.98932,2.0,9.0,31.1429,11.4062,-1515000.0,1.30783,107.893,0.0,471080.55445544556,27308.60813704497
30.0,25.0,743200.0,3590800.0,-2847600.0,48.0,29.1667,14.0,34.0,15483.3,256486.0,-83752.9,3.06241,2.0,10.0,30.1429,10.5,-1396000.0,1.26099,111.928,0.0,395663.49570200575,26974.56102783726
30.0,26.0,703600.0,3574200.0,-2870600.0,48.0,29.1667,14.0,34.0,14658.3,255300.0,-84429.4,3.02383,2.0,10.0,30.2857,10.2059,-1396000.0,1.24511,105.964,0.0,354622.46418338106,26974.56102783726
30.0,27.0,702400.0,3574200.0,-2871800.0,48.0,29.1667,14.0,34.0,14633.3,255300.0,-84464.7,3.02256,2.0,10.0,30.2857,10.0,-1396000.0,1.24459,105.783,0.0,353413.8681948424,23591.177730192718
30.0,28.0,749200.0,3527800.0,-2778600.0,46.0,30.4348,14.0,32.0,16287.0,251986.0,-86831.2,2.90202,2.0,9.0,30.3571,10.0938,-1396000.0,1.26963,112.831,0.0,402077.8223495702,23591.177730192718
30.0,29.0,689800.0,3488200.0,-2798400.0,46.0,28.2609,13.0,33.0,14995.7,268323.0,-84800.0,3.16419,2.0,9.0,29.7692,10.697,-1396000.0,1.2465,103.886,0.0,340848.16618911177,14865.036257642543
30.0,30.0,690000.0,3488200.0,-2798200.0,46.0,28.2609,13.0,33.0,15000.0,268323.0,-84793.9,3.16441,2.0,9.0,29.7692,10.6667,-1396000.0,1.24659,103.916,0.0,341045.8452722063,226.4113191367729
30.0,31.0,652600.0,3482600.0,-2830000.0,46.0,28.2609,13.0,33.0,14187.0,267892.0,-85757.6,3.12383,2.0,9.0,29.7692,10.3939,-1401600.0,1.2306,95.577,0.0,303857.56278538815,0.0
30.0,32.0,520800.0,3479000.0,-2958200.0,46.0,28.2609,13.0,33.0,11321.7,267615.0,-89642.4,2.98537,2.0,9.0,29.7692,9.66667,-1399400.0,1.17605,64.217,0.0,193820.66599971417,0.0
30.0,33.0,305800.0,3402400.0,-3096600.0,47.0,27.6596,13.0,34.0,6506.38,261723.0,-91076.5,2.87366,2.0,9.0,29.3077,9.41176,-1483400.0,1.09875,32.8888,0.0,63040.07010920857,0.0
30.0,34.0,301000.0,3402400.0,-3101400.0,47.0,27.6596,13.0,34.0,6404.26,261723.0,-91217.6,2.86922,2.0,9.0,29.3077,9.29412,-1483400.0,1.09705,32.3726,0.0,61076.580827827966,0.0
30.0,35.0,301400.0,3386800.0,-3085400.0,47.0,27.6596,13.0,34.0,6412.77,260523.0,-90747.1,2.87087,2.0,9.0,29.3077,9.17647,-1483400.0,1.09769,32.4156,0.0,61239.01847107995,0.0
30.0,36.0,428800.0,3386800.0,-2958000.0,46.0,28.2609,13.0,33.0,9321.74,260523.0,-89636.4,2.90644,2.0,9.0,29.3077,9.30303,-1481800.0,1.14496,46.1174,0.0,124085.19368335808,0.0
30.0,37.0,222000.0,3386800.0,-3164800.0,47.0,27.6596,13.0,34.0,4723.4,260523.0,-93082.4,2.79884,2.0,9.0,29.3077,8.67647,-1537000.0,1.07015,19.5319,0.0,32065.06180871828,0.0
30.0,38.0,536400.0,3510400.0,-2974000.0,45.0,28.8889,13.0,32.0,11920.0,270031.0,-92937.5,2.90551,2.0,9.0,30.5385,8.46875,-1418200.0,1.18036,52.7019,0.0,202880.38358482585,0.0
30.0,39.0,532200.0,3510400.0,-2978200.0,45.0,28.8889,13.0,32.0,11826.7,270031.0,-93068.8,2.90141,2.0,9.0,30.5385,8.40625,-1418200.0,1.1787,52.2893,0.0,199715.7241573826,0.0
30.0,40.0,527200.0,3510400.0,-2983200.0,45.0,28.8889,13.0,32.0,11715.6,270031.0,-93225.0,2.89655,2.0,9.0,30.5385,8.375,-1418200.0,1.17672,51.798,0.0,195980.7079396418,364.7488071849565
30.0,41.0,1306800.0,3853000.0,-2546200.0,42.0,33.3333,14.0,28.0,31114.3,275214.0,-90935.7,3.02647,2.0,9.0,32.3571,7.64286,-1372800.0,1.51324,150.622,0.0,1243973.076923077,364.7488071849565
30.0,42.0,1306800.0,3853000.0,-2546200.0,42.0,33.3333,14.0,28.0,31114.3,275214.0,-90935.7,3.02647,2.0,9.0,32.3571,7.64286,-1372800.0,1.51324,150.622,0.0,1243973.076923077,364.7488071849565
30.0,43.0,1362600.0,3853000.0,-2490400.0,41.0,34.1463,14.0,27.0,33234.1,275214.0,-92237.0,2.98377,2.0,9.0,32.3571,7.81481,-1344800.0,1.54714,157.054,0.0,1380635.6038072575,466622.52500362374
30.0,44.0,1362600.0,3853000.0,-2490400.0,41.0,34.1463,14.0,27.0,33234.1,275214.0,-92237.0,2.98377,2.0,9.0,32.3571,7.81481,-1344800.0,1.54714,157.054,0.0,1380635.6038072575,466622.52500362374
30.0,45.0,1364000.0,3853000.0,-2489000.0,41.0,34.1463,14.0,27.0,33268.3,275214.0,-92185.2,2.98545,2.0,9.0,32.3571,7.77778,-1344800.0,1.54801,157.215,0.0,1383474.1225461036,530205.326231691
30.0,46.0,1351000.0,3853000.0,-2502000.0,41.0,34.1463,14.0,27.0,32951.2,275214.0,-92666.7,2.96994,2.0,9.0,32.3571,7.74074,-1344800.0,1.53997,155.717,0.0,1357228.5841760857,530205.326231691
30.0,47.0,1405200.0,3853000.0,-2447800.0,40.0,35.0,14.0,26.0,35130.0,275214.0,-94146.2,2.92327,2.0,9.0,32.3571,7.84615,-1350200.0,1.57407,155.58,0.0,1462440.4088283218,530205.326231691
30.0,48.0,1391200.0,3853000.0,-2461800.0,40.0,35.0,14.0,26.0,34780.0,275214.0,-94684.6,2.90664,2.0,9.0,32.3571,7.80769,-1339800.0,1.56511,151.679,0.0,1444571.9062546648,530205.326231691
30.0,49.0,1467600.0,3853000.0,-2385400.0,39.0,35.8974,14.0,25.0,37630.8,275214.0,-95416.0,2.88436,2.0,9.0,32.3571,7.96,-1241200.0,1.61524,174.548,0.0,1735296.2939091201,583913.1571131571
30.0,50.0,1467600.0,3853000.0,-2385400.0,39.0,35.8974,14.0,25.0,37630.8,275214.0,-95416.0,2.88436,2.0,9.0,32.3571,7.96,-1241200.0,1.61524,174.548,0.0,1735296.2939091201,583913.1571131571
31.0,1.0,-2193200.0,4129200.0,-6322400.0,158.0,25.9494,41.0,116.0,-13881.0,100712.0,-54503.4,1.84781,5.0,16.0,10.0732,6.75862,-2964200.0,0.653106,-78.1555,0.0,0.0,0.0
31.0,2.0,-1618800.0,4032000.0,-5650800.0,124.0,25.8065,32.0,92.0,-13054.8,126000.0,-61421.7,2.05139,2.0,19.0,13.5,7.73913,-2380400.0,0.713527,-71.8381,0.0,0.0,0.0
31.0,3.0,-1106000.0,3996400.0,-5102400.0,107.0,27.1028,29.0,78.0,-10336.4,137807.0,-65415.4,2.10664,2.0,10.0,12.3103,9.55128,-1870800.0,0.783239,-63.4247,0.0,0.0,0.0
31.0,4.0,-488000.0,4175400.0,-4663400.0,91.0,26.3736,24.0,67.0,-5362.64,173975.0,-69603.0,2.49953,2.0,10.0,15.8333,10.194,-1526400.0,0.895355,-34.8721,0.0,0.0,0.0
31.0,5.0,-310800.0,4158600.0,-4469400.0,85.0,24.7059,21.0,64.0,-3656.47,198029.0,-69834.4,2.83569,2.0,11.0,18.1429,10.0781,-1280400.0,0.93046,-27.5288,0.0,0.0,0.0
31.0,6.0,-61400.0,4427000.0,-4488400.0,76.0,27.6316,21.0,55.0,-807.895,210810.0,-81607.3,2.58322,2.0,14.0,19.4762,10.2182,-1761800.0,0.98632,-3.81272,0.0,0.0,0.0
31.0,7.0,179400.0,4451600.0,-4272200.0,73.0,30.137,22.0,51.0,2457.53,202345.0,-83768.6,2.41553,3.0,13.0,19.3636,9.92157,-1652200.0,1.04199,12.0955,0.0,19479.699794213775,0.0
31.0,8.0,-94400.0,4050600.0,-4145000.0,69.0,26.087,18.0,51.0,-1368.12,225033.0,-81274.5,2.76881,2.0,13.0,21.2222,10.3725,-1911400.0,0.977226,-5.35694,0.0,0.0,0.0
31.0,9.0,-191800.0,4187000.0,-4378800.0,69.0,24.6377,17.0,52.0,-2779.71,246294.0,-84207.7,2.92484,2.0,12.0,22.4118,9.69231,-1780600.0,0.956198,-11.5807,0.0,0.0,0.0
31.0,10.0,-477600.0,4085000.0,-4562600.0,70.0,21.4286,15.0,55.0,-6822.86,272333.0,-82956.4,3.28285,2.0,12.0,23.7333,9.09091,-1850800.0,0.895323,-27.6645,0.0,0.0,0.0
31.0,11.0,-253800.0,4114000.0,-4367800.0,67.0,22.3881,15.0,52.0,-3788.06,274267.0,-83996.2,3.26523,2.0,11.0,23.7333,9.09615,-1698200.0,0.941893,-16.6295,0.0,0.0,0.0
31.0,12.0,-187600.0,4112800.0,-4300400.0,66.0,22.7273,15.0,51.0,-2842.42,274187.0,-84321.6,3.25168,2.0,11.0,23.7333,9.13725,-1704600.0,0.956376,-12.2887,0.0,0.0,0.0
31.0,13.0,-259600.0,4087000.0,-4346600.0,66.0,22.7273,15.0,51.0,-3933.33,272467.0,-85227.5,3.19694,2.0,11.0,23.6,8.92157,-1722200.0,0.940275,-16.8113,0.0,0.0,0.0
31.0,14.0,-190600.0,4141000.0,-4331600.0,65.0,23.0769,15.0,50.0,-2932.31,276067.0,-86632.0,3.18666,2.0,11.0,24.1333,8.86,-1724800.0,0.955998,-12.3222,0.0,0.0,0.0
31.0,15.0,30200.0,4067400.0,-4037200.0,63.0,22.2222,14.0,49.0,479.365,290529.0,-82391.8,3.52618,2.0,10.0,25.1429,9.14286,-1574200.0,1.00748,2.16301,0.0,579.3672976750096,0.0
31.0,16.0,160600.0,4067400.0,-3906800.0,61.0,22.9508,14.0,47.0,2632.79,290529.0,-83123.4,3.49515,2.0,10.0,25.1429,9.29787,-1488800.0,1.04111,12.2521,0.0,17324.2611499194,0.0
31.0,17.0,435000.0,4036200.0,-3601200.0,58.0,24.1379,14.0,44.0,7500.0,288300.0,-81845.5,3.52249,2.0,9.0,25.5714,9.77273,-1380400.0,1.12079,36.1776,0.0,137079.83193277312,579.3672976750096
31.0,18.0,1335400.0,4283800.0,-2948400.0,51.0,29.4118,15.0,36.0,26184.3,285587.0,-81900.0,3.48702,2.0,9.0,28.0667,10.4722,-1160200.0,1.45292,126.867,0.0,1537056.6798827788,17324.2611499194
31.0,19.0,1343200.0,4283800.0,-2940600.0,51.0,29.4118,15.0,36.0,26337.3,285587.0,-81683.3,3.49627,2.0,9.0,28.0667,10.4167,-1148200.0,1.45678,129.079,0.0,1571317.0527782617,137079.83193277312
31.0,20.0,1048200.0,3995200.0,-2947000.0,50.0,30.0,15.0,35.0,20964.0,266347.0,-84200.0,3.16326,2.0,9.0,29.9333,10.0857,-1187000.0,1.35568,100.73,0.0,925630.3622577927,138075.6728092271
31.0,21.0,956200.0,3627400.0,-2671200.0,46.0,30.4348,14.0,32.0,20787.0,259100.0,-83475.0,3.10392,2.0,9.0,31.3571,11.6875,-1508600.0,1.35797,130.843,0.0,606070.8206283972,78469.75758378593
31.0,22.0,956200.0,3627400.0,-2671200.0,46.0,30.4348,14.0,32.0,20787.0,259100.0,-83475.0,3.10392,2.0,9.0,31.2857,11.6875,-1508600.0,1.35797,130.843,0.0,606070.8206283972,68637.5
31.0,23.0,844000.0,3597400.0,-2753400.0,46.0,30.4348,14.0,32.0,18347.8,256957.0,-86043.8,2.98635,2.0,9.0,31.2857,11.5312,-1509800.0,1.30653,107.107,0.0,471808.18651477015,34987.83725910064
31.0,24.0,822800.0,3580400.0,-2757600.0,46.0,30.4348,14.0,32.0,17887.0,255743.0,-86175.0,2.96772,2.0,9.0,31.2857,11.2188,-1520000.0,1.29838,104.416,0.0,445394.63157894736,26039.25767309065
31.0,25.0,721200.0,3582000.0,-2860800.0,48.0,29.1667,14.0,34.0,15025.0,255857.0,-84141.2,3.04081,2.0,10.0,30.2857,10.3235,-1401000.0,1.2521,107.803,0.0,371255.84582441114,25713.090649536047
31.0,26.0,690800.0,3565400.0,-2874600.0,48.0,29.1667,14.0,34.0,14391.7,254671.0,-84547.1,3.01219,2.0,10.0,30.4286,10.0294,-1401000.0,1.24031,103.259,0.0,340617.15917202,25713.090649536047
31.0,27.0,689600.0,3565400.0,-2875800.0,48.0,29.1667,14.0,34.0,14366.7,254671.0,-84582.4,3.01093,2.0,10.0,30.4286,9.82353,-1401000.0,1.23979,103.079,0.0,339434.80371163454,22412.44825124911
31.0,28.0,736400.0,3519000.0,-2782600.0,46.0,30.4348,14.0,32.0,16008.7,251357.0,-86956.2,2.89062,2.0,9.0,30.5,9.90625,-1401000.0,1.26464,110.075,0.0,387069.92148465384,22412.44825124911
31.0,29.0,677000.0,3479400.0,-2802400.0,46.0,28.2609,13.0,33.0,14717.4,267646.0,-84921.2,3.1517,2.0,9.0,29.9231,10.5152,-1401000.0,1.24158,101.196,0.0,327144.18272662384,13934.309682923362
31.0,30.0,677200.0,3479400.0,-2802200.0,46.0,28.2609,13.0,33.0,14721.7,267646.0,-84915.2,3.15192,2.0,9.0,29.9231,10.4848,-1401000.0,1.24167,101.226,0.0,327337.50178443966,124.5105045019294
31.0,31.0,639800.0,3473800.0,-2834000.0,46.0,28.2609,13.0,33.0,13908.7,267215.0,-85878.8,3.11154,2.0,9.0,29.9231,10.2121,-1406600.0,1.22576,93.0212,0.0,291016.6642968861,0.0
31.0,32.0,513000.0,3470200.0,-2957200.0,46.0,28.2609,13.0,33.0,11152.2,266938.0,-89612.1,2.97882,2.0,9.0,29.9231,9.48485,-1399400.0,1.17347,63.2552,0.0,188058.45362298127,0.0
31.0,33.0,298000.0,3393600.0,-3095600.0,47.0,27.6596,13.0,34.0,6340.43,261046.0,-91047.1,2.86716,2.0,9.0,29.4615,9.23529,-1483400.0,1.09627,32.0499,0.0,59865.17459889443,0.0
31.0,34.0,293200.0,3393600.0,-3100400.0,47.0,27.6596,13.0,34.0,6238.3,261046.0,-91188.2,2.86272,2.0,9.0,29.4615,9.11765,-1483400.0,1.09457,31.5337,0.0,57952.163947687746,0.0
31.0,35.0,293600.0,3378000.0,-3084400.0,47.0,27.6596,13.0,34.0,6246.81,259846.0,-90717.6,2.86434,2.0,9.0,29.4615,9.0,-1483400.0,1.09519,31.5767,0.0,58110.39503842524,0.0
31.0,36.0,421000.0,3378000.0,-2957000.0,46.0,28.2609,13.0,33.0,9152.17,259846.0,-89606.1,2.89987,2.0,9.0,29.4615,9.12121,-1481800.0,1.14237,45.2786,0.0,119611.95842893778,0.0
31.0,37.0,214200.0,3378000.0,-3163800.0,47.0,27.6596,13.0,34.0,4557.45,259846.0,-93052.9,2.79246,2.0,9.0,29.4615,8.5,-1537000.0,1.0677,18.8457,0.0,29851.42485361093,0.0
31.0,38.0,528600.0,3501600.0,-2973000.0,45.0,28.8889,13.0,32.0,11746.7,269354.0,-92906.2,2.8992,2.0,9.0,30.6923,8.28125,-1418200.0,1.1778,51.9355,0.0,197022.95868001692,0.0
31.0,39.0,524400.0,3501600.0,-2977200.0,45.0,28.8889,13.0,32.0,11653.3,269354.0,-93037.5,2.89511,2.0,9.0,30.6923,8.21875,-1418200.0,1.17614,51.5229,0.0,193904.4986602736,0.0
31.0,40.0,519400.0,3501600.0,-2982200.0,45.0,28.8889,13.0,32.0,11542.2,269354.0,-93193.8,2.89026,2.0,9.0,30.6923,8.1875,-1418200.0,1.17417,51.0316,0.0,190224.48173741362,233.56367226061204
31.0,41.0,1299000.0,3844200.0,-2545200.0,42.0,33.3333,14.0,28.0,30928.6,274586.0,-90900.0,3.02074,2.0,9.0,32.5,7.46429,-1372800.0,1.51037,149.723,0.0,1229167.395104895,233.56367226061204
31.0,42.0,1299000.0,3844200.0,-2545200.0,42.0,33.3333,14.0,28.0,30928.6,274586.0,-90900.0,3.02074,2.0,9.0,32.5,7.46429,-1372800.0,1.51037,149.723,0.0,1229167.395104895,233.56367226061204
31.0,43.0,1354800.0,3844200.0,-2489400.0,41.0,34.1463,14.0,27.0,33043.9,274586.0,-92200.0,2.97815,2.0,9.0,32.5,7.62963,-1344800.0,1.54423,156.155,0.0,1364874.3604997026,463639.8892773893
31.0,44.0,1354800.0,3844200.0,-2489400.0,41.0,34.1463,14.0,27.0,33043.9,274586.0,-92200.0,2.97815,2.0,9.0,32.5,7.62963,-1344800.0,1.54423,156.155,0.0,1364874.3604997026,463639.8892773893
31.0,45.0,1356200.0,3844200.0,-2488000.0,41.0,34.1463,14.0,27.0,33078.0,274586.0,-92148.1,2.97983,2.0,9.0,32.5,7.59259,-1344800.0,1.5451,156.316,0.0,1367696.6389054134,527189.1731112433
31.0,46.0,1343200.0,3844200.0,-2501000.0,41.0,34.1463,14.0,27.0,32761.0,274586.0,-92629.6,2.96434,2.0,9.0,32.5,7.55556,-1344800.0,1.53707,154.818,0.0,1341601.9036287924,527189.1731112433
31.0,47.0,1397400.0,3844200.0,-2446800.0,40.0,35.0,14.0,26.0,34935.0,274586.0,-94107.7,2.91778,2.0,9.0,32.5,7.65385,-1350200.0,1.57111,154.717,0.0,1446250.0074063102,527189.1731112433
31.0,48.0,1383400.0,3844200.0,-2460800.0,40.0,35.0,14.0,26.0,34585.0,274586.0,-94646.2,2.90118,2.0,9.0,32.5,7.61538,-1339800.0,1.56217,150.829,0.0,1428418.8386326318,527189.1731112433
31.0,49.0,1459800.0,3844200.0,-2384400.0,39.0,35.8974,14.0,25.0,37430.8,274586.0,-95376.0,2.87898,2.0,9.0,32.5,7.76,-1241200.0,1.61223,173.62,0.0,1716899.8066387367,580890.3119868637
31.0,50.0,1459800.0,3844200.0,-2384400.0,39.0,35.8974,14.0,25.0,37430.8,274586.0,-95376.0,2.87898,2.0,9.0,32.5,7.76,-1241200.0,1.61223,173.62,0.0,1716899.8066387367,580890.3119868637
32.0,1.0,-2327400.0,4050200.0,-6377600.0,157.0,25.4777,40.0,116.0,-14824.2,101255.0,-54979.3,1.84169,5.0,16.0,10.2,6.76724,-3102200.0,0.635066,-79.0503,0.0,0.0,0.0
32.0,2.0,-1604000.0,4130000.0,-5734000.0,124.0,25.8065,32.0,92.0,-12935.5,129062.0,-62326.1,2.07076,2.0,19.0,14.4688,7.29348,-2500200.0,0.720265,-67.5881,0.0,0.0,0.0
32.0,3.0,-1166600.0,3921000.0,-5087600.0,105.0,27.619,29.0,76.0,-11110.5,135207.0,-66942.1,2.01976,2.0,10.0,13.8621,9.15789,-2000600.0,0.770697,-62.2652,0.0,0.0,0.0
32.0,4.0,-525800.0,4105200.0,-4631000.0,89.0,25.8427,23.0,66.0,-5907.87,178487.0,-70166.7,2.54376,2.0,10.0,18.2174,9.71212,-1656200.0,0.886461,-34.384,0.0,0.0,0.0
32.0,5.0,-270400.0,4093200.0,-4363600.0,82.0,24.3902,20.0,62.0,-3297.56,204660.0,-70380.6,2.9079,2.0,11.0,20.9,9.82258,-1352400.0,0.938033,-22.0195,0.0,0.0,0.0
32.0,6.0,17400.0,4361600.0,-4344200.0,73.0,27.3973,20.0,53.0,238.356,218080.0,-81966.0,2.66061,2.0,14.0,22.3,9.96226,-1761800.0,1.00401,1.08048,0.0,171.84697468498126,0.0
32.0,7.0,266200.0,4403200.0,-4137000.0,70.0,30.0,21.0,49.0,3802.86,209676.0,-84428.6,2.48347,3.0,13.0,22.0,9.71429,-1652200.0,1.06435,17.9477,0.0,42889.74700399467,0.0
32.0,8.0,22800.0,4002400.0,-3979600.0,66.0,27.2727,18.0,48.0,345.455,222356.0,-82908.3,2.68194,2.0,13.0,25.3333,9.66667,-1988600.0,1.00573,1.23953,0.0,261.41003721210905,0.0
32.0,9.0,-100200.0,4142600.0,-4242800.0,66.0,25.7576,17.0,49.0,-1518.18,243682.0,-86587.8,2.81428,2.0,12.0,26.7647,8.97959,-1861800.0,0.976384,-5.76724,0.0,0.0,0.0
32.0,10.0,-384200.0,4075200.0,-4459400.0,67.0,22.3881,15.0,52.0,-5734.33,271680.0,-85757.7,3.168,2.0,12.0,23.7333,9.82692,-1932000.0,0.913845,-21.2547,0.0,0.0,0.0
32.0,11.0,-161600.0,4104200.0,-4265800.0,64.0,23.4375,15.0,49.0,-2525.0,273613.0,-87057.1,3.14292,2.0,11.0,23.7333,9.93878,-1775400.0,0.962117,-10.0535,0.0,0.0,0.0
32.0,12.0,-95400.0,4103000.0,-4198400.0,63.0,23.8095,15.0,48.0,-1514.29,273533.0,-87466.7,3.12729,2.0,11.0,23.7333,10.0,-1781800.0,0.977277,-5.94837,0.0,0.0,0.0
32.0,13.0,-167400.0,4077200.0,-4244600.0,63.0,23.8095,15.0,48.0,-2657.14,271813.0,-88429.2,3.0738,2.0,11.0,23.6,9.79167,-1799400.0,0.960562,-10.3244,0.0,0.0,0.0
32.0,14.0,-99600.0,4131200.0,-4230800.0,62.0,24.1935,15.0,47.0,-1606.45,275413.0,-90017.0,3.05957,2.0,11.0,24.1333,9.76596,-1802000.0,0.976458,-6.133,0.0,0.0,0.0
32.0,15.0,175600.0,4057600.0,-3882000.0,59.0,23.7288,14.0,45.0,2976.27,289829.0,-86266.7,3.35968,2.0,10.0,25.1429,10.3111,-1651400.0,1.04523,11.918,0.0,18672.253845222236,0.0
32.0,16.0,306000.0,4057600.0,-3751600.0,57.0,24.5614,14.0,43.0,5368.42,289829.0,-87246.5,3.32195,2.0,10.0,25.1429,10.5349,-1566000.0,1.08157,22.0461,0.0,59793.10344827586,0.0
32.0,17.0,589000.0,4026400.0,-3437400.0,54.0,25.9259,14.0,40.0,10907.4,287600.0,-85935.0,3.34672,2.0,9.0,25.5714,11.125,-1449000.0,1.17135,46.3415,0.0,239420.97998619737,579.3672976750096
32.0,18.0,1028800.0,4026200.0,-2997400.0,49.0,28.5714,14.0,35.0,20995.9,287586.0,-85640.0,3.35808,2.0,8.0,26.7857,12.0857,-1247000.0,1.34323,96.2395,0.0,848780.6255012029,17324.2611499194
32.0,19.0,1036600.0,4026200.0,-2989600.0,49.0,28.5714,14.0,35.0,21155.1,287586.0,-85417.1,3.36684,2.0,8.0,26.7857,12.0286,-1235000.0,1.34674,98.07,0.0,870072.5182186235,136266.44571125548
